album,Marie,Jean,Pierre,Michel,André,Jeanne,Philippe,Louis,René,Alain,Jacques,Bernard,Marcel,Daniel,Roger,Paul,Robert,Claude,Henri,Christian,Nicolas,Georges,Françoise,Monique,François,Patrick,Catherine,Nathalie,Gérard,Isabelle,Joseph,Christophe,Jacqueline,Sylvie,Anne,Julien,Maurice,Laurent,Frédéric,Martine,Eric,David,Stéphane,Pascal,Madeleine,Sébastien,Alexandre,Nicole,Suzanne,Thierry,Hélène,Christine,Olivier,Antoine,Thomas,Raymond,Louise,Marguerite,Guy,Denise,Christiane,Yvonne,Valérie,Sophie,Dominique,Charles,Sandrine,Céline,Stéphanie,Marc,Didier,Véronique,Vincent,Chantal,Yves,Marcelle,Guillaume,Renée,Maxime,Bruno,Simone,Jeannine,Andrée,Julie,Paulette,Germaine,Annie,Patricia,Lucie,Camille,Yvette,Brigitte,Léa,Alice,Emilie,Odette,Geneviève,Aurélie,Laurence,Michèle
black marble - fast idol,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,
black marble - i must be living twice,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
black marble - it's immaterial,,5.0,,3.0,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,3.5,3.0,,,,,,,,,,,,,,,,3.0,,,,,3.0,,,,,,,3.0,,3.5,,,,,,,,3.0,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,
black midi - cavalcade,,,,,,,,4.0,,3.0,4.0,4.0,,4.0,,,,,4.0,3.5,,,,,3.5,3.5,,3.5,4.0,4.0,4.5,,,3.5,3.0,4.0,3.0,3.0,,4.0,,4.5,,2.5,,,3.5,4.0,,4.0,,,4.5,,,4.0,3.0,3.5,4.0,,4.5,3.5,3.0,,4.0,4.0,3.5,2.5,2.0,3.5,3.5,2.5,3.5,3.0,4.0,,,3.0,,,,,4.0,,4.0,,4.0,4.0,,4.0,5.0,3.5,,,,,,4.5,,4.0
black midi - schlagenheim,,2.5,3.0,3.5,,3.0,3.5,3.5,,4.0,4.5,4.0,,4.0,,4.0,,,3.5,4.0,,,,,3.5,3.5,,4.0,4.0,4.0,4.0,3.5,,4.0,3.0,4.0,,3.5,,4.0,,4.5,,3.5,,3.5,3.5,4.5,,4.0,,4.0,3.0,4.0,,4.0,4.0,3.5,5.0,,4.0,4.0,3.5,3.5,3.5,3.5,4.5,,3.0,4.0,3.5,3.5,3.0,3.0,3.5,4.5,,3.5,,,3.5,,4.0,,4.0,3.5,3.5,4.0,3.5,4.0,4.5,3.5,4.0,3.5,,3.5,3.5,4.0,,3.5
black panties - dead and gone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,
"black randy & the metrosquad - ""pass the dust, i think i'm bowie.""",,,,,5.0,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,4.5,,,2.0,3.5,,,,,,,,,,4.5,,4.0,,,,,,,,,,,3.5,,,,,,,2.5,,,,,,,,3.0,,4.0,,,,,,,,3.5,,,,,,,,,,,,,
black sabbath - master of reality,,,,,,4.5,4.5,,,4.5,,4.0,,,,4.5,,4.5,,2.5,,,5.0,,4.0,,,4.5,,3.5,3.5,2.5,,2.5,3.5,2.5,,,4.5,3.5,,,,,,2.0,,,4.5,4.5,4.5,,,,,4.0,,3.0,,,,,5.0,2.5,4.5,4.5,3.0,,,,,2.5,,4.0,3.5,3.0,4.0,3.0,,,4.0,3.5,,,3.5,4.5,4.0,,,4.0,4.5,,,3.5,,,,,,4.5
black sabbath - paranoid,3.5,,,,4.5,4.5,5.0,,,4.5,3.0,4.5,,,,3.5,,4.5,,3.0,4.5,3.5,4.5,,3.5,,,4.5,,3.0,,3.0,,3.5,3.5,2.5,,2.5,4.0,3.5,,,,4.0,,3.0,4.0,,4.5,4.0,4.0,,4.0,,,4.0,3.5,3.5,4.0,,,3.5,4.5,3.0,5.0,4.5,4.0,,,5.0,3.5,2.5,,4.5,4.5,3.0,4.5,3.5,3.5,,4.5,4.0,,,2.5,5.0,4.5,,3.0,3.5,4.5,,,3.5,,,,,,4.0
black swan - repetition hymns,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black tambourine - complete recordings,,4.0,,4.5,,,4.0,,,,,,,,,3.0,,,,,,,,,,4.0,,3.5,,,,3.0,,,,,,,,,,,,,,,,,,,3.5,,,3.5,,,,,,,,,3.0,3.5,4.5,,,,4.0,,,,,,3.0,,4.0,,4.0,,,,,,3.0,4.0,3.5,,,3.5,5.0,3.0,,3.5,,,,,,4.0
black tape for a blue girl - remnants of a deeper purity,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black to comm - seven horses for seven kings,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,2.5,,,,,,3.5,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,3.5,,,3.0,,,,,,,,,,
blackout - dreamworld,,3.5,,,,4.0,,,,,,,,,,4.5,,,,,,,4.0,,3.5,,,,,,,,,,,,,3.0,,4.5,,,,,,3.5,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,4.0,,,,,4.0,,3.5,,,,,,,,,,,,,
bladee - 333,,3.5,,,,,,,,,,,,,,,,,4.0,2.5,,,,,,,,,3.5,3.5,,3.5,,,,2.0,,,,3.5,,,,2.5,,4.0,3.0,,,,,3.0,,,,3.0,0.5,,,4.0,,3.0,1.5,,,,,,,,,3.0,,,,2.0,,3.0,,,,,,,0.5,,2.5,,,,,,,,,,,,,
blanck mass - animated violence mild,3.5,,,,,,,,,,2.5,3.0,,,,,,,,,,,3.5,,3.0,3.0,,,,,,,,,3.5,,,2.0,,4.0,,,,,,,4.0,,,,,,,,,4.5,3.5,,3.5,,,4.0,3.5,,,3.0,4.0,,3.0,4.0,3.5,,,,3.0,,,,,,,,,,4.5,,3.0,,,,,,,,,,,,,3.5
blanck mass - world eater,,4.0,,3.5,,,,,,3.0,,3.5,,,,3.5,,,,,,,4.5,,3.5,4.0,,,,3.0,,,,,3.5,3.5,,3.0,,4.0,,4.0,,,,,3.5,,,,3.5,,,,,,3.5,,,,,4.0,3.5,,3.5,,4.0,,4.0,4.0,,,,3.0,3.5,,,,,,,,,,4.5,,3.0,,,,,,,3.5,,,,,,4.0
blank banshee - blank banshee 0,,,,,,,,,,,,,3.5,2.0,,,,,2.5,,,,,,,,,,,3.5,,,,,3.0,3.0,,,,3.0,,,,,,,,,,,,,,,4.0,,,,,,,,4.0,,3.5,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,3.5,,,,
blank banshee - mega,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,
blank dogs - diana (the herald),,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,3.5,,,,,,,,,,,,,,,,,,,,,
blank dogs - on two sides,,,,,4.0,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,3.5,,,,,3.0,2.5,,,,,,,,,,,,,3.0,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,
blank dogs - under and under,,,,,,,,,,,,3.0,,,,,,3.0,,,,,,4.0,4.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,3.0,,,,,,,,,,,,,,,,,,,
blank realm - illegals in heaven,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,3.5,
blasted canyons - blasted canyons,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
blawan - his he she & she,3.5,3.5,,,,,,,,,,,,,,4.5,,,,,4.0,,,,,3.0,,,,,3.5,,,,3.5,,,4.0,,,,,,,,2.0,,,4.5,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.5,,,,,,,,,,4.5,,,,,3.5,,,,,,,,,,
"blessure grave - judged by twelve, carried by six",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bloc party - silent alarm,,,4.5,3.5,4.0,1.0,3.5,,,3.0,,,3.5,,,3.5,,,,,,3.5,,,3.5,3.5,,,,2.5,4.0,3.0,,,2.5,3.0,,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,,3.5,3.0,,3.0,3.5,1.5,,,,3.0,,,2.5,3.0,3.5,3.5,,3.0,2.5,,,,,2.5,,3.5,,,,,,,,,,,,,3.5
blonde redhead - 23,,,,4.0,3.5,3.5,3.0,,,,,3.0,,,,2.5,,,,,,3.0,,,,,,,,3.5,4.0,,,,,3.5,,,,3.5,,,,,,2.5,,,,,,,,,,2.5,,,,,,4.0,,2.0,3.0,4.0,3.5,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,5.0,3.5
blonde redhead - la mia vita violenta,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,4.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,
blonde redhead - misery is a butterfly,,,,,,3.5,,,3.0,,,2.5,,,,2.5,,,,,,,,,,,,,,3.0,3.0,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,4.5,,,2.5,3.5,4.5,,3.5,,,,,,,,2.5,,,,4.0,,,,,,3.5,,,,,3.5,,,,,,,4.0,4.0
blondes - blondes,,,,2.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,2.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,3.5,
blondie - parallel lines,,2.0,,,,4.0,3.5,,,,,4.0,,,,3.5,,,,,,3.0,4.5,,4.0,,,3.0,,,,3.0,,3.5,3.5,3.5,,2.5,3.5,,,,,,,2.5,,,,,,,,,,3.5,,,,,,3.5,3.5,,2.5,3.5,4.5,,,,,,,,3.5,,4.5,,,,3.0,,,,3.0,4.0,3.5,,3.0,,,2.5,,3.5,,,,,,
blood brothers - crimes,,,,,3.5,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,
blood orange - cupid deluxe,4.0,2.5,,3.0,,3.0,,,,,,3.5,,,3.5,,,,,,,,4.0,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,2.5,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,3.5,,4.0,,,,,,,,3.0,,,,,3.0,
blood orange - freetown sound,3.0,2.0,,3.0,,,,,,,,3.5,,,,,,,,,,,4.0,,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,3.0,,3.0,,,,,,,3.5,,,,,,,,,,3.5,,,,,,
blood orange - negro swan,3.5,,,3.5,,,,,,,3.5,3.5,,,3.5,4.0,,,,,,,4.0,,3.5,3.0,,,,,,,,,,,,,,,,,,,,,3.5,,,,,4.0,,,,3.5,,3.0,,,,3.0,3.0,,,3.0,,,,3.0,,,,,3.0,,,,,,3.5,,,4.0,,3.5,3.0,,,,,,,4.0,,,,,,3.5
blotter - demo cassette,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,4.5,,,,,,,,,,,,
blotter - under armour '77,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,
blur - 13,3.5,,,4.0,3.5,3.5,3.5,3.5,,4.5,,4.0,,,,4.0,,,,,,,,,3.5,,,,,,4.0,,,,,,,3.0,,4.0,,,,,,1.0,,,4.5,3.5,,,,,,4.0,2.5,,,,,,3.0,2.5,,4.0,4.0,,3.0,,,3.5,,,4.0,3.0,3.5,,,,,,,,,4.0,,,,,4.5,,,4.0,,,,,3.0,3.5
bo diddley - bo diddley,,,,,,4.0,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,3.5,,,,,,4.5,,,,,,,,,,,,,,
boards of canada - geogaddi,3.5,3.0,4.5,3.5,,5.0,4.5,,,5.0,,3.5,,4.0,,5.0,,,4.0,,3.5,3.5,4.5,,3.5,3.5,,4.0,3.5,5.0,5.0,3.5,,4.0,4.0,3.5,,4.0,,4.5,,4.5,,,,2.5,,,,3.5,3.5,,,,,3.5,,3.5,,,,3.0,4.5,3.0,5.0,5.0,3.0,,,,4.0,3.5,,,4.0,2.5,3.0,4.5,,3.5,5.0,3.5,4.5,,5.0,4.5,3.5,,,,4.5,,4.5,4.0,,3.5,,4.0,,4.5
boards of canada - music has the right to children,3.5,3.0,4.0,4.0,,5.0,4.5,,,4.5,4.0,4.0,,,4.0,4.5,,3.0,4.5,,,3.0,5.0,,4.0,3.0,,3.5,3.5,5.0,5.0,3.0,,4.0,3.5,3.5,,3.5,,4.5,,,3.0,,,2.5,,4.0,,3.5,4.0,,,,4.5,4.0,3.5,4.0,,,4.0,,4.5,,4.5,4.5,3.5,,,,4.5,3.0,,3.5,4.5,3.5,3.5,,,3.0,4.5,,4.5,,4.5,5.0,4.0,,,2.5,5.0,4.0,4.5,4.0,,3.5,4.0,4.0,3.0,5.0
boards of canada - the campfire headphase,3.0,,,,,4.5,,,,4.0,,,,,,3.0,,,3.5,,,,4.0,,3.5,,,3.0,,4.5,4.5,3.0,,4.0,,,,3.0,,,,,,,,,,,,,3.5,,,,,,,,,,,,3.5,,4.5,3.5,3.5,,,4.0,3.5,4.0,,3.0,,3.0,3.0,3.0,,,3.5,,,,3.0,4.0,3.0,,,,,,3.5,4.0,,,,,,4.0
boards of canada - tomorrow's harvest,,,,3.5,,4.0,,,,4.5,,3.5,,,,3.0,,,,,,,4.0,,3.5,3.0,,3.0,,4.5,4.0,,,,,,,2.5,,,,,,,,,,,,,3.5,,,,,2.5,,,,,,,3.0,,4.0,4.0,3.5,,,,3.5,3.5,,,3.5,,3.5,3.0,,,4.0,,,,3.5,3.0,3.0,,,,,,,3.5,,,,4.0,3.5,4.0
bob dylan - blonde on blonde,,,,5.0,,5.0,,,,3.0,,4.0,,,,4.0,,,,4.0,,4.0,5.0,,4.0,,,5.0,,3.5,,4.0,,4.5,4.0,3.0,,3.0,,,,,,,,3.5,3.5,,,3.0,4.0,,5.0,,,4.5,3.0,,,,,,5.0,,,4.5,4.5,,4.0,,,,,,4.5,2.5,4.0,3.5,4.0,3.0,,,,,3.0,,,,,2.5,5.0,,,3.5,,,,,,3.0
bob dylan - blood on the tracks,3.0,,,4.5,,5.0,4.5,,,,,4.5,,,,4.5,,,,4.0,,3.0,5.0,,4.0,,,4.5,,3.5,4.0,4.0,,4.0,3.5,,,3.0,,,,,,,,3.0,,,5.0,3.5,3.0,,4.5,,,4.5,,4.0,,,,,4.5,,,5.0,3.5,,,,,,,,5.0,3.0,4.5,3.5,4.0,,,,,,,4.0,,,3.5,,5.0,,,4.0,,,,4.5,,3.5
bob dylan - bringing it all back home,,,,4.5,,5.0,,,,4.0,,5.0,,,,4.0,,,,,5.0,3.0,5.0,,3.5,,,4.0,,3.5,3.0,3.5,,3.5,,,,3.0,,,,,,,,2.5,,,,3.5,4.0,,4.0,,,4.5,,,,,,,4.5,,,4.5,4.5,,,,,,,,3.5,4.0,4.5,3.0,4.0,,,,,,3.0,,,,4.0,,5.0,,4.5,4.0,,,,,,3.0
bob dylan - highway 61 revisited,,,,4.5,5.0,5.0,,,,3.0,,4.5,,,,4.0,,3.5,3.0,,5.0,4.0,5.0,,4.0,,,4.5,,4.0,4.0,4.0,,4.0,3.5,3.0,,3.5,,,,,,,,3.0,4.0,,,3.5,4.5,,5.0,,,4.5,,,,,,4.0,4.5,,,4.5,4.0,,,,,,,,3.5,2.5,4.5,3.5,4.0,,,,,,2.5,,,,,,5.0,,4.0,4.0,,,,,,3.5
bob hund - istället för musik: förvirring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,
bob hund - omslag: martin kann,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,3.5,,3.5,,,5.0,,,,,,,4.0,
bodychoke - cold river songs,,,,,,,4.5,,,,,3.5,,,,4.5,,,,,,,,,4.0,3.5,,,,4.0,,3.0,,,,,,3.5,4.0,,,,,,,,,,4.0,,,,,4.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,3.5,,3.5,3.0,,,,3.5,,,,,,
bohren & der club of gore - black earth,,,,,,4.0,2.0,,,,,,,,,3.5,,,,,,,,,3.5,,,3.0,,4.0,,3.5,,,,,3.5,,,,,,,,,,,,,,,,,,,3.0,,,,,,,4.5,,3.0,4.0,,,,,,,,,,,,,2.5,,,,3.5,,2.5,,4.5,,,,,,3.5,3.5,,,,,,4.0
bongwater - double bummer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,
bonnie 'prince' billy - i see a darkness,,,3.5,4.0,,4.5,,,4.0,,3.0,4.5,,,,4.0,,,,,2.5,,4.5,,3.5,,,3.0,,3.0,,,,3.5,4.0,2.5,,3.0,,3.5,,,3.5,,,4.5,,,4.5,,,,,,,4.0,,,,,,,,,,4.5,3.0,,,,3.5,,,,3.0,,4.5,,4.0,,,,3.5,,2.5,4.0,,,,,4.5,,,3.5,,,,,5.0,3.5
booji boys - booji boys,,,,,,,,,,3.0,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,3.5,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,
"borden, ferraro, godin, halo & lopatin - frkwys vol. 7",,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,3.5,,,,3.0,,,,,,,,,,,,,,,,3.5,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
bored nothing - bored nothing,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,
boredoms - soul discharge,4.0,,,,4.0,4.0,,,,,,3.5,,,,,,,,,,,,,,,,3.5,,3.0,,,,,,,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,4.5,,,,,,,,,
boredoms - super roots 7,,,,,,5.0,,,,,,4.0,,,,,,,,,,,,,,,,4.0,,3.0,,,,,3.5,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,5.0,,,,,4.5,,,,,,,,,
boredoms - super æ,,,,,4.5,5.0,,,,,,5.0,,,,3.5,,,,,3.5,,,4.5,,,,4.0,,3.0,,3.0,,,,,,4.0,,4.0,,,,,,3.0,,,4.5,3.5,,,,,,4.5,,,,,,,4.0,,4.0,4.0,3.0,,,,4.5,,,,,,2.5,,,,,,,,3.0,4.5,3.5,,,2.5,5.0,,,,,,,4.0,4.5,
boredoms - vision creation newsun,4.0,3.5,,3.5,4.5,5.0,4.0,,,,4.0,4.5,,,,4.5,3.0,,,4.5,,,3.5,4.5,3.5,,,4.0,,3.0,4.5,2.0,,3.0,3.5,3.5,,4.5,,4.5,,,3.5,,,3.0,,,5.0,4.5,3.5,,,,,4.0,,,,,,3.0,4.5,3.5,4.5,4.5,3.0,,,4.0,4.5,4.5,,3.5,,3.0,3.0,,3.5,,,,4.5,,2.5,5.0,3.5,,3.5,2.5,4.5,3.5,,4.0,,3.5,,,4.0,4.0
boris - boris at last -feedbacker-,,,,,,4.0,4.5,,,4.0,,4.0,,,,4.5,,,,4.0,,,,5.0,4.0,3.5,,4.0,,5.0,4.0,3.0,,4.0,3.0,,,4.0,,4.5,,,,,,4.0,,4.0,,4.5,,,,4.5,,,,,,,,,4.5,2.5,4.0,4.5,3.5,,,,4.5,4.0,,4.0,3.5,4.0,4.0,3.0,4.0,,,,4.5,,3.5,3.5,4.0,,,3.0,4.5,,3.0,3.5,,3.5,,4.5,,4.0
boris - flood,,3.0,,,,4.5,4.5,,,,,,,,,4.0,,,,,,,4.0,5.0,4.0,,,4.0,,5.0,3.0,,,,5.0,3.0,,4.0,,4.5,,,,,,3.5,,,,4.0,4.0,,,4.5,,4.0,,,,4.0,,,5.0,1.5,3.0,4.0,,,,,3.5,4.5,,3.0,4.0,3.0,3.0,,,,,,4.5,,4.0,,4.0,,,3.0,4.5,,,4.0,,3.5,,5.0,3.5,4.0
boris - pink,,2.5,,,4.5,4.5,4.5,,,,,3.5,,,,4.0,,4.0,,4.0,,,5.0,4.5,4.0,4.5,,4.0,,3.5,,,,,,,,3.0,,4.0,,,,,,3.0,,,,4.0,4.0,,,4.5,,,3.5,,,,4.0,3.5,4.0,2.5,3.5,4.0,3.5,,,4.0,4.0,,,3.5,3.0,4.5,4.0,,4.0,,,,4.0,,3.5,4.0,4.0,,,,,,,,,,,,3.5,4.0
boris - あくまのうた (akuma no uta),,,,,,4.0,4.0,,,,,4.5,,,,3.5,,4.0,,4.0,,,,4.0,4.5,,,3.5,,3.5,,,,,,,,3.0,,4.0,,,,,,4.5,,,,,3.5,,,,,4.0,,,,,,,4.5,,3.0,4.5,,,,,,3.5,,3.5,3.5,4.5,4.0,,,,,,4.0,,3.5,4.0,4.0,,,,4.5,,,,,,,,,3.5
boston chinks - coltrane,,,,,,,,,4.5,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
botch - an anthology of dead ends,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,
boy harsher - careful,2.5,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.0,,,,3.5,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,4.0,,,,,,,2.5,4.5,,,,,2.5,,,,,3.0,3.5,,,,3.0,,3.0,,3.0,,,,,4.0,,,,,,3.5
brainbombs - obey,,,,,4.0,3.5,4.0,,,,,,,,,4.0,,3.0,,,4.0,,,,,,,,,3.5,,,,,,,,3.5,,,,,,4.0,,,,,,,,,,,,,,,,,,4.0,4.5,,3.0,,,,,,,,,3.0,,,2.5,,3.0,,,,,,,,,4.0,,,,,,3.0,,,,,2.5,4.0
brainbombs - urge to kill,,,,,4.5,,,,4.5,,,,,,,,,4.0,,,,,,,,,,,,3.0,,,,,,3.0,,4.5,4.0,,,,,,3.5,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,3.0,
brainiac - bonsai superstar,2.5,,,,,4.0,3.5,,,,,4.5,,,,,,,,,,,,,3.5,3.5,,,,3.0,,1.0,,,,4.0,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,4.0,,,,,,,,,,3.5,,,,4.0,,,,,,,,,,,,4.5,,,,,,,,,
brainiac - electro-shock for president,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.5,,,,,,,,,,,,3.0,,,,,,,,,,,,,,4.5,,,,,,,,,
brainiac - hissing prigs in static couture,,,,,4.0,4.0,4.0,,,,,4.0,,,,4.0,,,,,,,,,,,,,,3.0,,,,,,4.0,,,,3.5,,,,,,2.0,,,,,,,,,,,,,,,,,,,4.0,,,,3.5,,,,,,3.5,,4.0,,4.5,,,,,,3.5,,3.5,,,4.0,5.0,3.0,,,,,,,,
brainticket - cottonwoodhill,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,2.5,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,4.5,,3.0,,,,,,3.5,3.5,,,,4.0,4.5,,,,,,,,,
brand new - the devil and god are raging inside me,,,4.5,4.0,,3.0,4.0,,,,,,3.5,,4.0,3.5,,,,,,,4.5,4.0,3.5,4.0,,3.5,,3.0,,3.0,,,3.5,4.0,,2.0,,4.0,,,,,,4.5,,,,,,,,3.0,,,4.0,3.5,,,,,3.5,,4.0,3.5,4.5,,,,4.0,2.0,,2.5,4.0,3.0,,,,,,,3.5,,3.0,,3.5,,3.0,,,,,3.5,,,,3.5,2.5,4.0
brandy - the gift of repetition,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,4.5,,,,,,,,,
brett naucke - the mansion,4.0,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,,,,4.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brian eno - ambient 1 music for airports,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brian eno - ambient 1: music for airports,4.0,3.0,4.0,,,4.5,4.0,,,,4.0,4.0,,,,3.5,,,,3.5,,4.0,4.5,4.0,4.0,,,3.5,3.0,4.0,3.5,,,4.0,3.5,3.0,,3.0,,,,,,,,2.5,,,,,4.0,,,,,4.0,,,,,,3.5,3.0,,,4.0,4.0,,4.0,,4.0,4.0,,3.0,4.0,4.0,3.0,3.5,,,,,,,3.5,4.0,,,3.5,3.0,4.5,,,4.0,,3.5,,,,3.5
